Recipe Type,Length
EastAsian,10
EastAsian,10
EastAsian,8
EastAsian,9
EastAsian,11
EastAsian,6
EastAsian,7
EastAsian,7
EastAsian,10
EastAsian,10
EastAsian,1
EastAsian,5
EastAsian,3
EastAsian,6
EastAsian,10
EastAsian,3
EastAsian,6
EastAsian,2
EastAsian,7
EastAsian,13
EastAsian,4
EastAsian,10
EastAsian,9
EastAsian,4
EastAsian,10
EastAsian,8
EastAsian,10
EastAsian,11
EastAsian,11
EastAsian,10
EastAsian,13
EastAsian,10
EastAsian,9
EastAsian,12
EastAsian,14
EastAsian,10
EastAsian,7
EastAsian,11
EastAsian,12
EastAsian,8
EastAsian,7
EastAsian,6
EastAsian,10
EastAsian,12
EastAsian,6
EastAsian,7
EastAsian,7
EastAsian,11
EastAsian,7
EastAsian,8
EastAsian,11
EastAsian,10
EastAsian,10
EastAsian,5
EastAsian,11
EastAsian,16
EastAsian,10
EastAsian,7
EastAsian,8
EastAsian,9
EastAsian,14
EastAsian,13
EastAsian,3
EastAsian,13
EastAsian,7
EastAsian,9
EastAsian,6
EastAsian,16
EastAsian,18
EastAsian,14
EastAsian,12
EastAsian,12
EastAsian,14
EastAsian,15
EastAsian,11
EastAsian,5
EastAsian,14
EastAsian,7
EastAsian,9
EastAsian,5
EastAsian,12
EastAsian,10
EastAsian,17
EastAsian,7
EastAsian,10
EastAsian,13
EastAsian,14
EastAsian,12
EastAsian,11
EastAsian,10
EastAsian,15
EastAsian,13
EastAsian,6
EastAsian,5
EastAsian,11
EastAsian,11
EastAsian,10
EastAsian,14
EastAsian,15
EastAsian,8
EastAsian,9
EastAsian,12
EastAsian,3
EastAsian,4
EastAsian,8
EastAsian,4
EastAsian,13
EastAsian,11
EastAsian,10
EastAsian,13
EastAsian,9
EastAsian,11
EastAsian,16
EastAsian,10
EastAsian,8
EastAsian,11
EastAsian,9
EastAsian,2
EastAsian,12
EastAsian,6
EastAsian,8
EastAsian,8
EastAsian,7
EastAsian,6
EastAsian,4
EastAsian,7
EastAsian,9
EastAsian,5
EastAsian,6
EastAsian,11
EastAsian,7
EastAsian,16
EastAsian,5
EastAsian,11
EastAsian,7
EastAsian,3
EastAsian,7
EastAsian,7
EastAsian,10
EastAsian,2
EastAsian,9
EastAsian,7
EastAsian,4
EastAsian,9
EastAsian,7
EastAsian,5
EastAsian,5
EastAsian,16
EastAsian,6
EastAsian,14
EastAsian,17
EastAsian,8
EastAsian,9
EastAsian,10
EastAsian,15
EastAsian,5
EastAsian,9
EastAsian,3
EastAsian,8
EastAsian,2
EastAsian,5
EastAsian,3
EastAsian,9
EastAsian,6
EastAsian,2
EastAsian,3
EastAsian,3
EastAsian,5
EastAsian,9
EastAsian,6
EastAsian,5
EastAsian,4
EastAsian,9
EastAsian,8
EastAsian,11
EastAsian,6
EastAsian,9
EastAsian,10
EastAsian,11
EastAsian,9
EastAsian,13
EastAsian,4
EastAsian,4
EastAsian,10
EastAsian,8
EastAsian,8
EastAsian,11
EastAsian,8
EastAsian,15
EastAsian,15
EastAsian,7
EastAsian,3
EastAsian,11
EastAsian,12
EastAsian,5
EastAsian,5
EastAsian,11
EastAsian,12
EastAsian,6
EastAsian,10
EastAsian,15
EastAsian,12
EastAsian,11
EastAsian,12
EastAsian,8
EastAsian,17
EastAsian,7
EastAsian,10
EastAsian,10
EastAsian,7
EastAsian,7
EastAsian,7
EastAsian,4
EastAsian,6
EastAsian,10
EastAsian,2
EastAsian,10
EastAsian,12
EastAsian,13
EastAsian,6
EastAsian,7
EastAsian,10
EastAsian,8
EastAsian,7
EastAsian,8
EastAsian,6
EastAsian,9
EastAsian,8
EastAsian,10
EastAsian,7
EastAsian,2
EastAsian,3
EastAsian,6
EastAsian,11
EastAsian,9
EastAsian,1
EastAsian,8
EastAsian,12
EastAsian,1
EastAsian,7
EastAsian,13
EastAsian,6
EastAsian,14
EastAsian,1
EastAsian,9
EastAsian,4
EastAsian,15
EastAsian,7
EastAsian,13
EastAsian,14
EastAsian,16
EastAsian,6
EastAsian,6
EastAsian,5
EastAsian,7
EastAsian,7
EastAsian,8
EastAsian,8
EastAsian,9
EastAsian,13
EastAsian,7
EastAsian,17
EastAsian,11
EastAsian,10
EastAsian,13
EastAsian,12
EastAsian,12
EastAsian,14
EastAsian,9
EastAsian,8
EastAsian,7
EastAsian,10
EastAsian,13
EastAsian,6
EastAsian,11
EastAsian,10
EastAsian,10
EastAsian,8
EastAsian,8
EastAsian,12
EastAsian,7
EastAsian,8
EastAsian,12
EastAsian,6
EastAsian,12
EastAsian,7
EastAsian,5
EastAsian,14
EastAsian,14
EastAsian,11
EastAsian,11
EastAsian,4
EastAsian,7
EastAsian,14
EastAsian,7
EastAsian,15
EastAsian,8
EastAsian,9
EastAsian,3
EastAsian,14
EastAsian,12
EastAsian,10
EastAsian,13
EastAsian,11
EastAsian,9
EastAsian,10
EastAsian,11
EastAsian,9
EastAsian,9
EastAsian,12
EastAsian,7
EastAsian,10
EastAsian,11
EastAsian,9
EastAsian,6
EastAsian,8
EastAsian,1
EastAsian,11
EastAsian,16
EastAsian,9
EastAsian,6
EastAsian,19
EastAsian,13
EastAsian,11
EastAsian,11
EastAsian,8
EastAsian,10
EastAsian,6
EastAsian,8
EastAsian,9
EastAsian,12
EastAsian,16
EastAsian,11
EastAsian,10
EastAsian,9
EastAsian,12
EastAsian,8
EastAsian,10
EastAsian,6
EastAsian,9
EastAsian,12
EastAsian,10
EastAsian,5
EastAsian,6
EastAsian,13
EastAsian,4
EastAsian,6
EastAsian,7
EastAsian,8
EastAsian,3
EastAsian,6
EastAsian,11
EastAsian,11
EastAsian,3
EastAsian,7
EastAsian,8
EastAsian,6
EastAsian,7
EastAsian,17
EastAsian,3
EastAsian,17
EastAsian,6
EastAsian,4
EastAsian,5
EastAsian,12
EastAsian,7
EastAsian,4
EastAsian,5
EastAsian,8
EastAsian,8
EastAsian,7
EastAsian,16
EastAsian,12
EastAsian,10
EastAsian,9
EastAsian,7
EastAsian,11
EastAsian,8
EastAsian,10
EastAsian,9
EastAsian,10
EastAsian,13
EastAsian,12
EastAsian,8
EastAsian,4
EastAsian,10
EastAsian,10
EastAsian,9
EastAsian,8
EastAsian,14
EastAsian,16
EastAsian,8
EastAsian,11
EastAsian,8
EastAsian,8
EastAsian,3
EastAsian,8
EastAsian,9
EastAsian,11
EastAsian,9
EastAsian,14
EastAsian,7
EastAsian,13
EastAsian,9
EastAsian,8
EastAsian,4
EastAsian,9
EastAsian,8
EastAsian,2
EastAsian,7
EastAsian,9
EastAsian,7
EastAsian,8
EastAsian,4
EastAsian,16
EastAsian,7
EastAsian,8
EastAsian,5
EastAsian,3
EastAsian,7
EastAsian,12
EastAsian,3
EastAsian,3
EastAsian,8
EastAsian,11
EastAsian,4
EastAsian,3
EastAsian,2
EastAsian,13
EastAsian,6
EastAsian,7
EastAsian,6
EastAsian,7
EastAsian,8
EastAsian,9
EastAsian,9
EastAsian,14
EastAsian,6
EastAsian,7
EastAsian,14
EastAsian,10
EastAsian,4
EastAsian,8
EastAsian,11
EastAsian,8
EastAsian,9
EastAsian,11
EastAsian,6
EastAsian,13
EastAsian,15
EastAsian,8
EastAsian,6
EastAsian,9
EastAsian,13
EastAsian,14
EastAsian,14
EastAsian,19
EastAsian,6
EastAsian,4
EastAsian,14
EastAsian,14
EastAsian,14
EastAsian,14
EastAsian,4
EastAsian,7
EastAsian,15
EastAsian,3
EastAsian,7
EastAsian,3
EastAsian,2
EastAsian,2
EastAsian,1
EastAsian,4
EastAsian,8
EastAsian,12
EastAsian,5
EastAsian,8
EastAsian,3
EastAsian,4
EastAsian,8
EastAsian,6
EastAsian,7
EastAsian,4
EastAsian,14
EastAsian,10
EastAsian,8
EastAsian,9
EastAsian,6
EastAsian,8
EastAsian,3
EastAsian,14
EastAsian,10
EastAsian,7
EastAsian,6
EastAsian,5
EastAsian,10
EastAsian,14
EastAsian,11
EastAsian,10
EastAsian,15
EastAsian,9
EastAsian,6
EastAsian,7
EastAsian,8
EastAsian,7
EastAsian,4
EastAsian,3
EastAsian,4
EastAsian,5
EastAsian,2
EastAsian,8
EastAsian,13
EastAsian,10
EastAsian,5
EastAsian,6
EastAsian,9
EastAsian,11
EastAsian,5
EastAsian,6
EastAsian,7
EastAsian,9
EastAsian,6
EastAsian,1
EastAsian,8
EastAsian,4
EastAsian,10
EastAsian,16
EastAsian,15
EastAsian,9
EastAsian,7
EastAsian,7
EastAsian,8
EastAsian,8
EastAsian,8
EastAsian,4
EastAsian,8
EastAsian,6
EastAsian,7
EastAsian,8
EastAsian,12
EastAsian,14
EastAsian,7
EastAsian,8
EastAsian,10
EastAsian,9
EastAsian,12
EastAsian,10
EastAsian,10
EastAsian,6
EastAsian,11
EastAsian,3
EastAsian,4
EastAsian,7
EastAsian,8
EastAsian,6
EastAsian,17
EastAsian,7
EastAsian,5
EastAsian,9
EastAsian,6
EastAsian,5
EastAsian,5
EastAsian,5
EastAsian,12
EastAsian,14
EastAsian,18
EastAsian,15
EastAsian,12
EastAsian,10
EastAsian,8
EastAsian,7
EastAsian,13
EastAsian,17
EastAsian,10
EastAsian,8
EastAsian,16
EastAsian,12
EastAsian,6
EastAsian,4
EastAsian,6
EastAsian,4
EastAsian,11
EastAsian,2
EastAsian,12
EastAsian,6
EastAsian,14
EastAsian,5
EastAsian,3
EastAsian,15
EastAsian,8
EastAsian,11
EastAsian,7
EastAsian,6
EastAsian,3
EastAsian,1
EastAsian,11
EastAsian,4
EastAsian,7
EastAsian,9
EastAsian,13
EastAsian,12
EastAsian,6
EastAsian,7
EastAsian,12
EastAsian,18
EastAsian,11
EastAsian,9
EastAsian,10
EastAsian,3
EastAsian,5
EastAsian,11
EastAsian,10
EastAsian,5
EastAsian,3
EastAsian,7
EastAsian,3
EastAsian,8
EastAsian,6
EastAsian,4
EastAsian,3
EastAsian,15
EastAsian,13
EastAsian,8
EastAsian,14
EastAsian,7
EastAsian,7
EastAsian,17
EastAsian,5
EastAsian,8
EastAsian,7
EastAsian,8
EastAsian,2
EastAsian,18
EastAsian,13
EastAsian,7
EastAsian,9
EastAsian,11
EastAsian,3
EastAsian,8
EastAsian,4
EastAsian,5
EastAsian,4
EastAsian,11
EastAsian,3
EastAsian,9
EastAsian,9
EastAsian,8
EastAsian,7
EastAsian,6
EastAsian,5
EastAsian,10
EastAsian,7
EastAsian,4
EastAsian,1
EastAsian,16
EastAsian,6
EastAsian,8
EastAsian,4
EastAsian,16
EastAsian,15
EastAsian,7
EastAsian,12
EastAsian,8
EastAsian,1
EastAsian,9
EastAsian,7
EastAsian,11
EastAsian,4
EastAsian,15
EastAsian,12
EastAsian,3
EastAsian,17
EastAsian,10
EastAsian,8
EastAsian,6
EastAsian,3
EastAsian,10
EastAsian,13
EastAsian,14
EastAsian,6
EastAsian,10
EastAsian,10
EastAsian,14
EastAsian,7
EastAsian,10
EastAsian,9
EastAsian,8
EastAsian,12
EastAsian,9
EastAsian,7
EastAsian,8
EastAsian,7
EastAsian,9
EastAsian,7
EastAsian,5
EastAsian,6
EastAsian,2
EastAsian,17
EastAsian,11
EastAsian,6
EastAsian,18
EastAsian,17
EastAsian,11
EastAsian,5
EastAsian,6
EastAsian,15
EastAsian,14
EastAsian,9
EastAsian,9
EastAsian,9
EastAsian,8
EastAsian,6
EastAsian,5
EastAsian,14
EastAsian,5
EastAsian,10
EastAsian,6
EastAsian,4
EastAsian,10
EastAsian,8
EastAsian,9
EastAsian,7
EastAsian,7
EastAsian,9
EastAsian,4
EastAsian,12
EastAsian,9
EastAsian,9
EastAsian,9
EastAsian,11
EastAsian,5
EastAsian,14
EastAsian,13
EastAsian,15
EastAsian,9
EastAsian,10
EastAsian,10
EastAsian,8
EastAsian,7
EastAsian,12
EastAsian,14
EastAsian,7
EastAsian,3
EastAsian,12
EastAsian,4
EastAsian,3
EastAsian,11
EastAsian,8
EastAsian,15
EastAsian,7
EastAsian,7
EastAsian,10
EastAsian,9
EastAsian,7
EastAsian,10
EastAsian,7
EastAsian,9
EastAsian,8
EastAsian,6
EastAsian,16
EastAsian,5
EastAsian,9
EastAsian,4
EastAsian,3
EastAsian,5
EastAsian,9
EastAsian,9
EastAsian,10
EastAsian,6
EastAsian,10
EastAsian,8
EastAsian,8
EastAsian,15
EastAsian,7
EastAsian,7
EastAsian,12
EastAsian,9
EastAsian,10
EastAsian,17
EastAsian,7
EastAsian,8
EastAsian,9
EastAsian,17
EastAsian,12
EastAsian,7
EastAsian,15
EastAsian,8
EastAsian,9
EastAsian,3
EastAsian,8
EastAsian,5
EastAsian,5
EastAsian,9
EastAsian,13
EastAsian,17
EastAsian,6
EastAsian,10
EastAsian,8
EastAsian,9
EastAsian,11
EastAsian,7
EastAsian,7
EastAsian,8
EastAsian,10
EastAsian,10
EastAsian,2
EastAsian,5
EastAsian,4
EastAsian,6
EastAsian,10
EastAsian,3
EastAsian,6
EastAsian,2
EastAsian,4
EastAsian,10
EastAsian,9
EastAsian,4
EastAsian,10
EastAsian,8
EastAsian,10
EastAsian,11
EastAsian,10
EastAsian,13
EastAsian,10
EastAsian,9
EastAsian,12
EastAsian,14
EastAsian,10
EastAsian,8
EastAsian,8
EastAsian,6
EastAsian,10
EastAsian,6
EastAsian,7
EastAsian,8
EastAsian,7
EastAsian,8
EastAsian,11
EastAsian,10
EastAsian,10
EastAsian,6
EastAsian,15
EastAsian,10
EastAsian,8
EastAsian,9
EastAsian,13
EastAsian,3
EastAsian,13
EastAsian,6
EastAsian,16
EastAsian,18
EastAsian,14
EastAsian,12
EastAsian,11
EastAsian,5
EastAsian,14
EastAsian,8
EastAsian,14
EastAsian,5
EastAsian,10
EastAsian,17
EastAsian,7
EastAsian,10
EastAsian,14
EastAsian,12
EastAsian,11
EastAsian,10
EastAsian,15
EastAsian,13
EastAsian,6
EastAsian,6
EastAsian,11
EastAsian,11
EastAsian,10
EastAsian,14
EastAsian,15
EastAsian,8
EastAsian,9
EastAsian,12
EastAsian,12
EastAsian,4
EastAsian,8
EastAsian,4
EastAsian,13
EastAsian,10
EastAsian,16
EastAsian,10
EastAsian,9
EastAsian,11
EastAsian,9
EastAsian,2
EastAsian,12
EastAsian,6
EastAsian,8
EastAsian,8
EastAsian,7
EastAsian,4
EastAsian,9
EastAsian,5
EastAsian,7
EastAsian,11
EastAsian,8
EastAsian,16
EastAsian,6
EastAsian,7
EastAsian,3
EastAsian,7
EastAsian,7
EastAsian,10
EastAsian,2
EastAsian,9
EastAsian,7
EastAsian,4
EastAsian,9
EastAsian,7
EastAsian,5
EastAsian,5
EastAsian,16
EastAsian,6
EastAsian,14
EastAsian,18
EastAsian,8
EastAsian,9
EastAsian,10
EastAsian,15
EastAsian,5
EastAsian,10
EastAsian,3
EastAsian,8
EastAsian,2
EastAsian,5
EastAsian,10
EastAsian,6
EastAsian,2
EastAsian,3
EastAsian,4
EastAsian,4
EastAsian,9
EastAsian,6
EastAsian,5
EastAsian,4
EasternEuropean,11
EasternEuropean,8
EasternEuropean,5
EasternEuropean,15
EasternEuropean,4
EasternEuropean,16
EasternEuropean,6
EasternEuropean,4
EasternEuropean,8
EasternEuropean,8
EasternEuropean,11
EasternEuropean,4
EasternEuropean,10
EasternEuropean,12
EasternEuropean,10
EasternEuropean,7
EasternEuropean,9
EasternEuropean,9
EasternEuropean,4
EasternEuropean,11
EasternEuropean,9
EasternEuropean,9
EasternEuropean,8
EasternEuropean,10
EasternEuropean,6
EasternEuropean,9
EasternEuropean,12
EasternEuropean,8
EasternEuropean,8
EasternEuropean,12
EasternEuropean,12
EasternEuropean,6
EasternEuropean,7
EasternEuropean,8
EasternEuropean,7
EasternEuropean,2
EasternEuropean,11
EasternEuropean,10
EasternEuropean,11
EasternEuropean,6
EasternEuropean,4
EasternEuropean,9
EasternEuropean,12
EasternEuropean,32
EasternEuropean,12
EasternEuropean,19
EasternEuropean,8
EasternEuropean,2
EasternEuropean,1
EasternEuropean,14
EasternEuropean,9
EasternEuropean,8
EasternEuropean,10
EasternEuropean,10
EasternEuropean,15
EasternEuropean,6
EasternEuropean,12
EasternEuropean,2
EasternEuropean,10
EasternEuropean,10
EasternEuropean,7
EasternEuropean,16
EasternEuropean,9
EasternEuropean,8
EasternEuropean,10
EasternEuropean,8
EasternEuropean,6
EasternEuropean,9
EasternEuropean,7
EasternEuropean,11
EasternEuropean,14
EasternEuropean,8
EasternEuropean,12
EasternEuropean,11
EasternEuropean,8
EasternEuropean,9
EasternEuropean,7
EasternEuropean,9
EasternEuropean,2
EasternEuropean,17
EasternEuropean,11
EasternEuropean,10
EasternEuropean,13
EasternEuropean,3
EasternEuropean,10
EasternEuropean,12
EasternEuropean,17
EasternEuropean,6
EasternEuropean,11
EasternEuropean,13
EasternEuropean,10
EasternEuropean,8
EasternEuropean,11
EasternEuropean,4
EasternEuropean,9
EasternEuropean,11
EasternEuropean,9
EasternEuropean,4
EasternEuropean,14
EasternEuropean,11
EasternEuropean,8
EasternEuropean,5
EasternEuropean,7
EasternEuropean,14
EasternEuropean,4
EasternEuropean,2
EasternEuropean,7
EasternEuropean,8
EasternEuropean,8
EasternEuropean,6
EasternEuropean,9
EasternEuropean,7
EasternEuropean,9
EasternEuropean,8
EasternEuropean,8
EasternEuropean,11
EasternEuropean,9
EasternEuropean,5
EasternEuropean,8
EasternEuropean,7
EasternEuropean,13
EasternEuropean,7
EasternEuropean,4
EasternEuropean,7
EasternEuropean,8
EasternEuropean,12
EasternEuropean,8
EasternEuropean,10
EasternEuropean,10
EasternEuropean,9
EasternEuropean,7
EasternEuropean,6
EasternEuropean,3
EasternEuropean,12
EasternEuropean,10
EasternEuropean,7
EasternEuropean,6
EasternEuropean,10
EasternEuropean,8
EasternEuropean,3
EasternEuropean,6
EasternEuropean,14
EasternEuropean,5
EasternEuropean,18
EasternEuropean,7
EasternEuropean,7
EasternEuropean,7
EasternEuropean,8
EasternEuropean,5
EasternEuropean,5
EasternEuropean,10
EasternEuropean,7
EasternEuropean,6
EasternEuropean,9
EasternEuropean,6
EasternEuropean,5
EasternEuropean,8
EasternEuropean,10
EasternEuropean,8
EasternEuropean,10
EasternEuropean,7
EasternEuropean,7
EasternEuropean,10
EasternEuropean,6
EasternEuropean,7
EasternEuropean,6
EasternEuropean,9
EasternEuropean,6
EasternEuropean,9
EasternEuropean,11
EasternEuropean,2
EasternEuropean,5
EasternEuropean,11
EasternEuropean,8
EasternEuropean,8
EasternEuropean,8
EasternEuropean,14
EasternEuropean,9
EasternEuropean,7
EasternEuropean,5
EasternEuropean,6
EasternEuropean,7
EasternEuropean,5
EasternEuropean,6
EasternEuropean,9
EasternEuropean,2
EasternEuropean,7
EasternEuropean,4
EasternEuropean,6
EasternEuropean,5
EasternEuropean,14
EasternEuropean,4
EasternEuropean,4
EasternEuropean,7
EasternEuropean,7
EasternEuropean,5
EasternEuropean,16
EasternEuropean,9
EasternEuropean,8
EasternEuropean,10
EasternEuropean,7
EasternEuropean,8
EasternEuropean,8
EasternEuropean,6
EasternEuropean,15
EasternEuropean,9
EasternEuropean,7
EasternEuropean,6
EasternEuropean,12
EasternEuropean,10
EasternEuropean,7
EasternEuropean,13
EasternEuropean,8
EasternEuropean,10
EasternEuropean,6
EasternEuropean,4
EasternEuropean,11
EasternEuropean,11
EasternEuropean,6
EasternEuropean,14
EasternEuropean,13
EasternEuropean,11
EasternEuropean,8
EasternEuropean,5
EasternEuropean,6
EasternEuropean,10
EasternEuropean,9
EasternEuropean,6
EasternEuropean,13
EasternEuropean,7
EasternEuropean,8
EasternEuropean,6
EasternEuropean,7
EasternEuropean,8
EasternEuropean,7
EasternEuropean,4
EasternEuropean,9
EasternEuropean,5
EasternEuropean,4
EasternEuropean,6
EasternEuropean,7
EasternEuropean,7
EasternEuropean,3
EasternEuropean,6
EasternEuropean,11
EasternEuropean,6
EasternEuropean,6
EasternEuropean,9
EasternEuropean,3
EasternEuropean,13
EasternEuropean,14
EasternEuropean,6
EasternEuropean,3
EasternEuropean,5
EasternEuropean,9
EasternEuropean,11
EasternEuropean,14
EasternEuropean,9
EasternEuropean,28
EasternEuropean,15
EasternEuropean,9
EasternEuropean,6
EasternEuropean,5
EasternEuropean,5
EasternEuropean,5
EasternEuropean,4
EasternEuropean,10
EasternEuropean,6
EasternEuropean,5
EasternEuropean,10
EasternEuropean,6
EasternEuropean,13
EasternEuropean,5
EasternEuropean,4
EasternEuropean,13
EasternEuropean,6
EasternEuropean,10
EasternEuropean,2
EasternEuropean,8
EasternEuropean,13
EasternEuropean,6
EasternEuropean,7
EasternEuropean,10
EasternEuropean,6
EasternEuropean,12
EasternEuropean,12
EasternEuropean,3
EasternEuropean,10
EasternEuropean,8
EasternEuropean,7
EasternEuropean,12
EasternEuropean,6
EasternEuropean,6
EasternEuropean,4
EasternEuropean,13
EasternEuropean,9
EasternEuropean,7
EasternEuropean,10
EasternEuropean,7
EasternEuropean,11
EasternEuropean,7
EasternEuropean,8
EasternEuropean,8
EasternEuropean,6
EasternEuropean,4
EasternEuropean,17
EasternEuropean,6
EasternEuropean,8
EasternEuropean,7
EasternEuropean,15
EasternEuropean,4
EasternEuropean,8
EasternEuropean,4
EasternEuropean,7
EasternEuropean,7
EasternEuropean,13
EasternEuropean,11
EasternEuropean,8
EasternEuropean,6
EasternEuropean,5
EasternEuropean,6
EasternEuropean,9
EasternEuropean,8
EasternEuropean,8
EasternEuropean,7
EasternEuropean,7
EasternEuropean,9
EasternEuropean,8
EasternEuropean,12
EasternEuropean,3
EasternEuropean,7
EasternEuropean,4
EasternEuropean,5
EasternEuropean,14
EasternEuropean,7
EasternEuropean,7
EasternEuropean,11
EasternEuropean,6
EasternEuropean,8
EasternEuropean,15
EasternEuropean,12
EasternEuropean,11
EasternEuropean,10
EasternEuropean,8
EasternEuropean,6
EasternEuropean,9
EasternEuropean,12
EasternEuropean,5
EasternEuropean,6
EasternEuropean,10
EasternEuropean,6
EasternEuropean,6
EasternEuropean,8
EasternEuropean,6
EasternEuropean,9
EasternEuropean,4
EasternEuropean,11
EasternEuropean,15
EasternEuropean,9
EasternEuropean,6
EasternEuropean,10
EasternEuropean,7
EasternEuropean,12
EasternEuropean,7
EasternEuropean,10
EasternEuropean,6
EasternEuropean,8
EasternEuropean,16
EasternEuropean,7
EasternEuropean,8
EasternEuropean,10
EasternEuropean,9
EasternEuropean,6
EasternEuropean,11
EasternEuropean,4
EasternEuropean,3
EasternEuropean,6
EasternEuropean,9
EasternEuropean,12
EasternEuropean,11
EasternEuropean,9
LatinAmerican,6
LatinAmerican,15
LatinAmerican,9
LatinAmerican,15
LatinAmerican,7
LatinAmerican,13
LatinAmerican,8
LatinAmerican,20
LatinAmerican,7
LatinAmerican,12
LatinAmerican,12
LatinAmerican,6
LatinAmerican,10
LatinAmerican,6
LatinAmerican,11
LatinAmerican,8
LatinAmerican,13
LatinAmerican,12
LatinAmerican,9
LatinAmerican,10
LatinAmerican,12
LatinAmerican,11
LatinAmerican,10
LatinAmerican,8
LatinAmerican,10
LatinAmerican,13
LatinAmerican,10
LatinAmerican,12
LatinAmerican,19
LatinAmerican,12
LatinAmerican,6
LatinAmerican,3
LatinAmerican,12
LatinAmerican,16
LatinAmerican,10
LatinAmerican,16
LatinAmerican,11
LatinAmerican,13
LatinAmerican,12
LatinAmerican,8
LatinAmerican,9
LatinAmerican,10
LatinAmerican,8
LatinAmerican,8
LatinAmerican,12
LatinAmerican,14
LatinAmerican,14
LatinAmerican,10
LatinAmerican,9
LatinAmerican,8
LatinAmerican,11
LatinAmerican,10
LatinAmerican,9
LatinAmerican,9
LatinAmerican,8
LatinAmerican,14
LatinAmerican,8
LatinAmerican,11
LatinAmerican,7
LatinAmerican,5
LatinAmerican,13
LatinAmerican,8
LatinAmerican,15
LatinAmerican,10
LatinAmerican,7
LatinAmerican,4
LatinAmerican,9
LatinAmerican,9
LatinAmerican,7
LatinAmerican,13
LatinAmerican,8
LatinAmerican,10
LatinAmerican,6
LatinAmerican,17
LatinAmerican,14
LatinAmerican,4
LatinAmerican,17
LatinAmerican,12
LatinAmerican,13
LatinAmerican,6
LatinAmerican,12
LatinAmerican,20
LatinAmerican,3
LatinAmerican,6
LatinAmerican,10
LatinAmerican,13
LatinAmerican,11
LatinAmerican,10
LatinAmerican,10
LatinAmerican,10
LatinAmerican,5
LatinAmerican,13
LatinAmerican,9
LatinAmerican,7
LatinAmerican,15
LatinAmerican,22
LatinAmerican,9
LatinAmerican,11
LatinAmerican,10
LatinAmerican,12
LatinAmerican,7
LatinAmerican,5
LatinAmerican,13
LatinAmerican,9
LatinAmerican,7
LatinAmerican,13
LatinAmerican,9
LatinAmerican,10
LatinAmerican,9
LatinAmerican,9
LatinAmerican,10
LatinAmerican,12
LatinAmerican,8
LatinAmerican,14
LatinAmerican,8
LatinAmerican,20
LatinAmerican,5
LatinAmerican,16
LatinAmerican,6
LatinAmerican,8
LatinAmerican,8
LatinAmerican,12
LatinAmerican,10
LatinAmerican,3
LatinAmerican,9
LatinAmerican,11
LatinAmerican,8
LatinAmerican,3
LatinAmerican,10
LatinAmerican,20
LatinAmerican,5
LatinAmerican,8
LatinAmerican,10
LatinAmerican,22
LatinAmerican,9
LatinAmerican,11
LatinAmerican,10
LatinAmerican,15
LatinAmerican,7
LatinAmerican,5
LatinAmerican,9
LatinAmerican,10
LatinAmerican,4
LatinAmerican,12
LatinAmerican,3
LatinAmerican,6
LatinAmerican,4
LatinAmerican,10
LatinAmerican,10
LatinAmerican,6
LatinAmerican,12
LatinAmerican,6
LatinAmerican,13
LatinAmerican,15
LatinAmerican,13
LatinAmerican,6
LatinAmerican,8
LatinAmerican,13
LatinAmerican,10
LatinAmerican,5
LatinAmerican,9
LatinAmerican,8
LatinAmerican,10
LatinAmerican,8
LatinAmerican,12
LatinAmerican,5
LatinAmerican,3
LatinAmerican,13
LatinAmerican,5
LatinAmerican,13
LatinAmerican,15
LatinAmerican,9
LatinAmerican,12
LatinAmerican,18
LatinAmerican,5
LatinAmerican,13
LatinAmerican,8
LatinAmerican,10
LatinAmerican,9
LatinAmerican,13
LatinAmerican,12
LatinAmerican,8
LatinAmerican,11
LatinAmerican,3
LatinAmerican,12
LatinAmerican,7
LatinAmerican,6
